"","Species","AVG_LMAT","AVG_AGEMAT","AVG_LONGY","AVG_FECUND","AVG_EGGSIZE","AVG_RGUILD_ORD"
"1","Abramis brama",5.30330490805908,1.50407739677627,3.11351530921037,12.3674918455471,0.955511445027436,"1"
"2","Alburnoides bipunctatus",3.93182563272433,1.25276296849537,2.77258872223978,8.55062796750248,0.955511445027436,"1"
"3","Alburnus alburnus",4.34055338646731,1.05779029414785,2.19722457733622,8.74049672993181,0.867100487683383,"1"
"4","Alosa chrysochloris",5.63657372496275,1.25276296849537,1.6094379124341,13.1596610889284,0.667829372575655,"1"
"5","Ambassis agassizii",3.36729582998647,0.693147180559945,1.6094379124341,6.62140565176413,0.425267735404344,"1"
"6","Ambassis marianus",4.11087386417331,0.587786664902119,1.38629436111989,8.80131894766524,0.53062825106217,"1"
"7","Ambloplites rupestris",4.59511985013459,1.25276296849537,2.94443897916644,8.77971129020447,1.05779029414785,"4"
"8","Ameiurus melas",5.13579843705026,1.38629436111989,2.39789527279837,8.35490952835879,1.18478998490916,"4"
"9","Ameiurus natalis",5.4553211153577,1.25276296849537,2.07944154167984,8.372398606513,1.28093384546206,"4"
"10","Ameiurus nebulosus",5.16763904290592,1.38629436111989,2.39789527279837,8.75373932552041,1.1314021114911,"4"
"11","Amia calva",6.40687998606931,1.70474809223843,3.43398720448515,10.4042931430198,1.27536280041261,"4"
"12","Ammocrypta clara",3.97968165390196,0.693147180559945,1.38629436111989,5.26527751246984,0.628608659422374,"1"
"13","Amniataba percoides",4.39444915467244,0.587786664902119,1.6094379124341,11.7360770162524,0.336472236621213,"1"
"14","Anguilla anguilla",6.37757692670033,2.54553127160443,3.97968165390196,14.5086582385241,0.625938430866495,"1"
"15","Anguilla australis",6.73459165997295,3.06805293513362,3.49650756146648,15.6480921817126,0.215111379616945,"1"
"16","Anguilla reinhardtii",6.60800062529609,3.25809653802148,3.8286413964891,14.5086582385241,0.198850858745165,"1"
"17","Anguilla rostrata",6.25670927444083,2.56494935746154,3.93182563272433,14.1870748040517,0.548121408509688,NA
"18","Aphredoderus sayanus",3.58351893845611,1.09861228866811,1.79175946922805,4.98017608661155,0.854415328156068,"4"
"19","Aplodinotus grunniens",5.95842469302978,1.87180217690159,2.89037175789616,12.496878583629,0.8754687373539,"1"
"20","Arrhamphus sclerolepis",5.37527840768417,0.693147180559945,2.07944154167984,8.92279162396964,1.25276296849537,"1"
"21","Astyanax mexicanus",4.11087386417331,0.405465108108164,1.09861228866811,9.83708062033853,0.53062825106217,"2"
"22","Barbatula barbatula",4.0342406381524,1.09861228866811,2.07944154167984,8.23924228388834,0.587786664902119,"1"
"23","Barbus barbus",5.63835466933375,1.70474809223843,2.83321334405622,10.5023515257749,1.15373158788919,"1"
"24","Blicca bjoerkna",4.91265488573605,1.44691898293633,2.60268968544438,11.1936518603472,0.982078472412158,"1"
"25","Campostoma anomalum",4.55912624748668,1.25276296849537,1.79175946922805,7.81439963380449,0.993251773010283,"2"
"26","Carassius auratus",4.89162650751405,1.25276296849537,2.75174805636793,12.2914900987313,0.908258560176891,"2"
"27","Carassius carassius",4.56434819146784,1.17865499634165,2.60268968544438,11.0338649456342,0.871293365943419,"1"
"28","Carassius gibelio",4.93985511203521,1.09861228866811,3.3499040872746,12.474830542484,0.746687947487975,"1"
"29","Carpiodes carpio",5.67931900247783,1.6094379124341,2.484906649788,11.5129354649202,0.854415328156068,"1"
"30","Carpiodes cyprinus",5.62762111369064,1.6094379124341,2.56494935746154,12.1421659247647,0.993251773010283,"1"
"31","Carpiodes velifer",5.4380793089232,1.6094379124341,2.19722457733622,10.859008612902,0.78845736036427,"1"
"32","Catostomus commersonii",5.83773044716594,1.32175583998232,2.89037175789616,11.2897944135779,1.22671229129543,"1"
"33","Chelon labrosus",5.69035945432406,1.09861228866811,3.25809653802148,12.899222326087,0.832909122935104,"1"
"34","Chondrostoma nasus",5.29204775353444,1.55814461804655,2.7408400239252,10.7218198611025,1.01160091167848,"1"
"35","Cobitis taenia",3.98898404656427,0.693147180559945,1.79175946922805,7.11151211649616,1.02245092770255,"1"
"36","Coregonus albula",5.14166355650266,1.09861228866811,2.39789527279837,9.0788263716182,0.871293365943419,"1"
"37","Cottus gobio",3.90197266957464,0.916290731874155,2.01490302054226,6.0738046138302,1.22964055107451,"4"
"38","Cottus poecilopus",4.11087386417331,1.09861228866811,2.01490302054226,5.52644845937329,1.38629436111989,"4"
"39","Craterocephalus marjoriae",3.52636052461616,0.641853886172395,1.09861228866811,5.30330490805908,0.703097511413113,"1"
"40","Craterocephalus stercusmuscarum",3.61091791264422,0.641853886172395,1.38629436111989,6.21660610108486,0.774727167552368,"1"
"41","Ctenopharyngodon idella",6.39859493453521,1.94591014905531,3.07592881554827,13.7285002755195,0.867100487683383,"1"
"42","Cycleptus elongatus",6.35437004079735,1.87180217690159,2.63905732961526,11.6340318610306,1.16315080980568,"1"
"43","Cyprinella lutrensis",3.83945231259331,0.916290731874155,1.38629436111989,6.73755990198602,0.765467842139571,"4"
"44","Cyprinella spiloptera",3.77276093809464,0.916290731874155,1.79175946922805,8.91931939825889,0.78845736036427,"4"
"45","Cyprinella venusta",3.63758615972639,0.916290731874155,1.6094379124341,6.13122648948314,0.767790723555711,"4"
"46","Cyprinus carpio",6.04263283368238,1.53255686809814,3.63098547569503,13.696446577248,0.832909122935104,"1"
"47","Dicentrarchus labrax",6.04263283368238,1.87180217690159,3.43398720448515,13.9115350280571,0.756121979721334,"1"
"48","Dorosoma cepedianum",5.36363683266868,1.09861228866811,2.39789527279837,12.5537656221004,0.559615787935423,"1"
"49","Dorosoma petenense",4.5485998344997,1.09861228866811,1.6094379124341,9.46506010672514,0.598836501088704,"1"
"50","Esox americanus",5.03695260241363,1.09861228866811,2.19722457733622,7.77737360265786,1.08180517035173,"1"
"51","Esox lucius",6.17170059741091,1.54115907168081,3.34392131384243,12.3044406454337,1.3244189574018,"1"
"52","Esox masquinongy",6.56877991214281,1.6094379124341,3.68887945411394,12.3473964111025,1.38629436111989,"1"
"53","Etheostoma asprigene",3.78418963391826,0.693147180559945,1.38629436111989,5.34710753071747,0.72270598280149,"2"
"54","Etheostoma blennioides",4.15888308335967,0.916290731874155,1.79175946922805,7.09090982207998,1.04027671165515,"4"
"55","Etheostoma caeruleum",3.76120011569356,0.693147180559945,1.79175946922805,6.60665018619822,0.896088024556636,"2"
"56","Etheostoma exile",3.80666248977032,0.693147180559945,1.6094379124341,7.08924315502751,0.717839793150317,"1"
"57","Etheostoma flabellare",3.94158180766969,0.916290731874155,1.79175946922805,7.14361760270412,1.23837423104327,"4"
"58","Etheostoma nigrum",3.85014760171006,0.693147180559945,1.6094379124341,6.58479139238572,0.799756915618204,"4"
"59","Etheostoma zonale",3.78418963391826,0.916290731874155,1.6094379124341,5.05305600998021,0.792992515529661,"2"
"60","Fundulus diaphanus",3.71357206670431,0.916290731874155,1.38629436111989,4.96284463025991,0.896088024556636,"2"
"61","Fundulus notatus",3.89182029811063,0.693147180559945,1.38629436111989,4.56434819146784,0.810930216216329,"2"
"62","Fundulus zebrinus",3.89182029811063,1.09861228866811,1.38629436111989,4.18965474202643,0.810930216216329,"1"
"63","Gambusia affinis",3.13549421592915,0.0953101798043249,1.09861228866811,5.30494535283826,1.05779029414785,"5"
"64","Gambusia holbrooki",3.03254624667671,0.285178942233662,0.966983846189673,6.85716699917129,1.02961941718116,"5"
"65","Gasterosteus aculeatus",3.71552138506036,0.65232518603969,1.67335123817775,6.35567353870079,0.928219302739429,"4"
"66","Glossamia aprion",4.26267987704132,0.693147180559945,1.79175946922805,6.21660610108486,0.916290731874155,"5"
"67","Gobio gobio",4.23265617801961,1.09861228866811,2.2512917986065,8.74408969159975,0.924258901523332,"1"
"68","Gobiomorphus australis",4.33073334028633,1.38629436111989,2.19722457733622,12.1007176854125,0.405465108108164,"3"
"69","Gymnocephalus cernua",4.61512051684126,1.09861228866811,2.45702144629846,11.5735594985071,0.631271776841858,"1"
"70","Hiodon alosoides",5.8406416573734,2.01490302054226,2.70805020110221,9.59994706414989,1.38629436111989,"1"
"71","Hiodon tergisus",5.6076386141033,1.6094379124341,2.39789527279837,9.31479047333265,1.09861228866811,"1"
"72","Hybognathus nuchalis",4.30406509320417,0.916290731874155,1.38629436111989,8.41205487329293,0.641853886172395,"1"
"73","Hybognathus placitus",3.78418963391826,0.693147180559945,1.09861228866811,7.73039445477484,0.693147180559945,"1"
"74","Hypentelium nigricans",5.26009615372784,1.50407739677627,2.39789527279837,10.3089859934221,1.38629436111989,"1"
"75","Hypophthalmichthys molitrix",6.35320414401245,1.34286480319255,2.56494935746154,13.1470579412123,0.774727167552368,"1"
"76","Hypophthalmichthys nobilis",6.4123599928715,1.70474809223843,3.06011453248326,14.0253332431879,1.23256026117785,"1"
"77","Ictalurus furcatus",6.3818160174061,1.94591014905531,3.09104245335832,9.88903359556598,1.5993875765806,"4"
"78","Ictalurus punctatus",5.63657372496275,1.25276296849537,3.25809653802148,10.4857311049596,1.52605630349505,"4"
"79","Ictiobus bubalus",5.84499264320772,1.70474809223843,2.77258872223978,12.6195092301604,1.09861228866811,"2"
"80","Ictiobus cyprinellus",5.83188247728352,1.87180217690159,3.04452243772342,12.959846800845,0.916290731874155,"1"
"81","Ictiobus niger",5.87493073085203,1.09861228866811,3.2188758248682,12.2124373477726,1.1314021114911,"2"
"82","Labidesthes sicculus",4.26267987704132,0.693147180559945,1.09861228866811,6.66695679242921,0.693147180559945,"1"
"83","Leiopotherapon unicolor",4.11087386417331,0.405465108108164,1.79175946922805,11.5129354649202,0.470003629245736,"1"
"84","Lepisosteus oculatus",6.30078579466324,1.50407739677627,2.94443897916644,8.9600825281704,1.53686721959926,"2"
"85","Lepisosteus osseus",6.63594655568665,1.79175946922805,3.49650756146648,10.574746933338,1.34807314829969,"2"
"86","Lepisosteus platostomus",6.06958232637193,1.25276296849537,3.04452243772342,10.5039984751741,1.2947271675944,"2"
"87","Lepomis cyanellus",4.27666611901606,1.09861228866811,2.39789527279837,8.69968140098951,0.641853886172395,"4"
"88","Lepomis gibbosus",4.53977796722104,1.20297230399235,2.45702144629846,7.9728107841214,0.693147180559945,"4"
"89","Lepomis gulosus",4.48300255201388,0.916290731874155,2.19722457733622,10.4297238200016,0.698134722070984,"4"
"90","Lepomis humilis",3.97029191355212,1.09861228866811,2.07944154167984,7.79913837515011,0.405465108108164,"4"
"91","Lepomis macrochirus",4.72738781871234,0.916290731874155,2.484906649788,10.6201315090075,0.78845736036427,"4"
"92","Lepomis megalotis",4.35670882668959,1.09861228866811,2.30258509299405,9.31910508676757,1.02245092770255,"4"
"93","Lepomis microlophus",5.04985600724954,1.09861228866811,2.19722457733622,10.703266939812,0.667829372575655,"4"
"94","Leucaspius delineatus",3.62966009445396,0.693147180559945,1.25276296849537,6.46563137321092,0.727548607277278,"3"
"95","Leuciscus aspius",5.30330490805908,1.6094379124341,2.484906649788,11.7596331875463,0.896088024556636,"1"
"96","Leuciscus idus",4.73908900355388,1.84530023615608,2.97909463240097,11.4430500613092,1.07840958135059,"1"
"97","Leuciscus leuciscus",5.09681299033731,1.25276296849537,2.80336038090653,9.61587214452889,0.896088024556636,"1"
"98","Lota lota",5.85220247977447,1.57484646766448,2.87186828633161,13.4729237654899,0.879626747502564,"1"
"99","Lucania parva",3.27336401015227,0.285178942233662,1.38629436111989,4.0342406381524,0.703097511413113,"2"
"100","Luciobarbus graellsii",5.17048399503815,1.6094379124341,2.83321334405622,9.74102744483773,NA,"1"
"101","Luxilus chrysocephalus",4.21950770517611,1.09861228866811,1.94591014905531,6.93342302573071,0.806475865866949,"4"
"102","Luxilus cornutus",4.0342406381524,1.09861228866811,2.30258509299405,7.68294316987829,0.810930216216329,"4"
"103","Macquaria ambigua",5.98645200528444,1.6094379124341,2.77258872223978,12.899222326087,0.741937344729377,"1"
"104","Macquaria novemaculeata",5.30330490805908,1.79175946922805,3.13549421592915,13.8155115579638,0.587786664902119,"1"
"105","Macrhybopsis aestivalis",3.99360299242057,0.693147180559945,0.916290731874155,6.51988447927492,0.587786664902119,"1"
"106","Macrhybopsis storeriana",4.66343909411207,0.916290731874155,1.6094379124341,8.78351576527642,0.8754687373539,"1"
"107","Menidia beryllina",4.51085950651685,0.693147180559945,1.09861228866811,9.90353755128617,0.657520002916794,"1"
"108","Micropterus dolomieu",5.5834963087817,1.38629436111989,2.77258872223978,9.60636102125635,1.14740245283754,"4"
"109","Micropterus punctulatus",5.52345892052492,1.17865499634165,2.484906649788,10.0879318547111,0.810930216216329,"4"
"110","Micropterus salmoides",5.41164605185504,1.38629436111989,2.8136106967627,10.5519249827038,0.955511445027436,"3"
"111","Minytrema melanops",5.76362247501222,1.38629436111989,2.19722457733622,10.5966597327836,1.23837423104327,"1"
"112","Misgurnus anguillicaudatus",4.63472898822964,1.09861228866811,2.39789527279837,7.60140233458373,0.72270598280149,"2"
"113","Mogurnda adspersa",4.02535169073515,0.405465108108164,1.38629436111989,6.21660610108486,0.708035793053696,"3"
"114","Morone americana",5.45318207710895,1.25276296849537,2.7408400239252,12.0021555751796,0.636576829071551,"1"
"115","Morone chrysops",5.61312810638807,1.25276296849537,2.30258509299405,13.1765693258936,0.615185639090233,"1"
"116","Morone mississippiensis",5.45958551414416,1.38629436111989,2.30258509299405,10.1980583431913,0.587786664902119,"1"
"117","Morone saxatilis",6.11146733950268,1.79175946922805,3.46573590279973,14.6288826791912,0.779324876800997,"1"
"118","Moxostoma anisurum",6.00512087355547,1.94591014905531,2.70805020110221,10.1513627400695,0.78845736036427,"1"
"119","Moxostoma breviceps",5.96870755998537,1.6094379124341,2.19722457733622,9.91595945403145,1.43508452528932,"1"
"120","Moxostoma carinatum",6.02102334934953,1.79175946922805,3.40119738166216,9.58757745862779,1.47017584510059,"1"
"121","Moxostoma duquesnii",5.44241771052179,1.70474809223843,2.39789527279837,9.13836090218402,1.22377543162212,"1"
"122","Moxostoma erythrurum",5.69541422498568,1.6094379124341,2.484906649788,9.66307067255146,1.20896034583698,"1"
"123","Moxostoma macrolepidotum",5.90263333340137,1.6094379124341,2.70805020110221,10.1898687792549,1.04731899428056,"1"
"124","Mugil cephalus",5.83188247728352,1.38629436111989,2.83321334405622,15.5733686479304,0.641853886172395,"1"
"125","Nannoperca oxleyana",3.17805383034795,0.405465108108164,1.79175946922805,7.1708884785125,0.641853886172395,"1"
"126","Nematalosa erebi",5.01727983681492,0.693147180559945,1.79175946922805,12.6115410869661,0.350656871613169,"1"
"127","Neogobius melanostomus",3.71357206670431,1.38629436111989,1.6094379124341,8.00670084544037,1.25276296849537,"4"
"128","Nocomis biguttatus",4.66343909411207,1.25276296849537,1.6094379124341,6.59098762563526,0.974559639998131,"4"
"129","Nocomis micropogon",4.69592454925656,1.38629436111989,1.79175946922805,6.55250788703459,0.810930216216329,"4"
"130","Notemigonus crysoleucas",4.11087386417331,1.09861228866811,2.30258509299405,11.7406465234941,0.703097511413113,"2"
"131","Notropis atherinoides",4.04305126783455,0.916290731874155,1.79175946922805,8.47668364807803,0.615185639090233,"1"
"132","Notropis blennius",4.35670882668959,1.25276296849537,1.79175946922805,7.80425138352811,0.576613364303994,"1"
"133","Notropis dorsalis",4.14313472639153,0.916290731874155,1.6094379124341,7.03746688550379,0.647103242058539,"1"
"134","Notropis girardi",3.2188758248682,0.916290731874155,1.6094379124341,7.66387725870347,0.518793793415168,"1"
"135","Notropis hudsonius",4.21950770517611,0.916290731874155,1.79175946922805,8.41183267575841,0.667829372575655,"1"
"136","Notropis photogenis",4.14313472639153,0.916290731874155,1.38629436111989,8.41205487329293,0.703097511413113,"1"
"137","Notropis shumardi",3.73766961828337,1.09861228866811,1.38629436111989,6.90875477931522,0.693147180559945,"1"
"138","Notropis simus",4.02980604108453,0.693147180559945,1.38629436111989,7.5422134631934,0.631271776841858,"1"
"139","Notropis stramineus",3.85014760171006,0.916290731874155,1.38629436111989,7.24850407237061,0.593326845277734,"1"
"140","Notropis texanus",3.65065824129374,1.09861228866811,1.94591014905531,6.47543271670409,0.598836501088704,"1"
"141","Notropis volucellus",3.51154543883102,0.693147180559945,1.38629436111989,5.8735252492433,0.641853886172395,"2"
"142","Noturus flavus",4.75789127300576,1.50407739677627,2.30258509299405,6.54821910276237,1.2947271675944,"4"
"143","Noturus gyrinus",3.89182029811063,0.916290731874155,1.6094379124341,5.21493575760899,1.02961941718116,"4"
"144","Noturus nocturnus",4.26969744969996,0.916290731874155,1.70474809223843,4.62005879848184,1.17865499634165,"4"
"145","Oncorhynchus mykiss",5.4624325214,1.38629436111989,2.484906649788,8.25932878737364,1.68268837417369,"2"
"146","Opsopoeodus emiliae",3.91202300542815,0.916290731874155,1.38629436111989,5.6021188208797,0.657520002916794,"4"
"147","Oreochromis mossambicus",4.61512051684126,0.470003629245736,2.45702144629846,6.85751406254539,1.38629436111989,"5"
"148","Oxyeleotris lineolata",5.52545293913178,1.38629436111989,2.07944154167984,12.2060776455177,1.01160091167848,"3"
"149","Parachondrostoma miegii",3.25809653802148,1.09861228866811,NA,6.90875477931522,0.916290731874155,"1"
"150","Parachondrostoma toxostoma",3.58351893845611,1.38629436111989,2.39789527279837,8.62622695244036,NA,"1"
"151","Perca flavescens",5.06575459331733,1.38629436111989,2.484906649788,11.5662387178672,1.04731899428056,"2"
"152","Perca fluviatilis",4.81218435537242,1.38629436111989,2.9704144655697,10.3953648859562,1.03673688495002,"3"
"153","Percina caprodes",4.63957161270542,0.916290731874155,1.6094379124341,7.37838371299671,0.837247524533702,"2"
"154","Percina copelandi",3.58351893845611,0.693147180559945,1.6094379124341,6.28599809450886,0.8754687373539,"2"
"155","Percina macrolepida",4.36309862478836,1.09861228866811,1.6094379124341,5.62040086571715,0.8754687373539,"2"
"156","Percina maculata",4.30406509320417,0.916290731874155,1.6094379124341,6.95033572651726,0.916290731874155,"2"
"157","Percina phoxocephala",3.8286413964891,0.693147180559945,1.79175946922805,6.93342302573071,0.896088024556636,"2"
"158","Percina sciera",3.95124371858143,0.693147180559945,1.70474809223843,6.94793706861497,0.916290731874155,"2"
"159","Percina shumardi",3.97968165390196,0.693147180559945,1.6094379124341,6.68586094706836,0.741937344729377,"1"
"160","Percopsis omiscomaycus",4.29728540621879,0.916290731874155,2.19722457733622,6.94070637912182,0.947789398933526,"1"
"161","Phenacobius mirabilis",4.51085950651685,1.09861228866811,1.79175946922805,7.12367278520461,0.824175442966349,"1"
"162","Phoxinus phoxinus",3.93182563272433,1.09861228866811,2.19722457733622,7.7367436824535,0.854415328156068,"1"
"163","Pimephales notatus",3.9269116179219,0.693147180559945,1.6094379124341,7.88269220628903,0.72270598280149,"4"
"164","Pimephales promelas",4.02535169073515,0.765467842139571,1.94591014905531,8.59100111856096,0.693147180559945,"4"
"165","Pimephales vigilax",3.93182563272433,0.693147180559945,1.79175946922805,6.56667242980324,0.741937344729377,"4"
"166","Platichthys flesus",5.14166355650266,1.32175583998232,2.77258872223978,13.9332944825092,0.741937344729377,"1"
"167","Poecilia reticulata",2.83321334405622,0.262364264467491,0.693147180559945,3.43398720448515,0.974559639998131,"5"
"168","Polyodon spathula",7.16703787691222,2.2512917986065,3.43398720448515,13.2014536316381,1.37371557891303,"1"
"169","Pomoxis annularis",5.01727983681492,1.25276296849537,2.63905732961526,12.0093853944969,0.615185639090233,"4"
"170","Pomoxis nigromaculatus",5.01727983681492,1.25276296849537,2.63905732961526,11.4668919976182,0.678033542749897,"4"
"171","Porochilus rendahli",4.70953020131233,0.693147180559945,1.6094379124341,6.90875477931522,0.832909122935104,"1"
"172","Pseudomugil signifer",3.2188758248682,0.405465108108164,1.09861228866811,4.33073334028633,0.8754687373539,"1"
"173","Pseudorasbora parva",3.56953269648137,0.693147180559945,1.79175946922805,7.71244383427499,0.883767540168595,"3"
"174","Pungitius pungitius",4.01638302075239,0.916290731874155,1.6094379124341,5.18738580584075,0.802001585472027,"4"
"175","Pylodictis olivaris",5.83627165770228,1.70474809223843,3.2188758248682,10.8597487164541,1.44691898293633,"4"
"176","Redigobius bikolanus",3.04452243772342,0.587786664902119,1.38629436111989,7.31388683163346,0.262364264467491,"3"
"177","Retropinna semoni",3.52636052461616,0.405465108108164,1.09861228866811,6.90875477931522,0.548121408509688,"1"
"178","Rhadinocentrus ornatus",2.94443897916644,0.587786664902119,1.6094379124341,5.01727983681492,0.810930216216329,"1"
"179","Rhodeus amarus",3.51154543883102,0.693147180559945,1.80828877117927,4.74927052996185,1.33500106673234,"5"
"180","Rhodeus sericeus",3.62886402170395,1.20297230399235,1.79175946922805,4.84418708645859,1.33762918913861,"2"
"181","Rutilus rutilus",4.91265488573605,1.50407739677627,2.89037175789616,10.9046279432366,0.824175442966349,"1"
"182","Salaria fluviatilis",2.39789527279837,0.693147180559945,1.79175946922805,6.5875500148248,0.693147180559945,"4"
"183","Salmo salar",6.53087762772588,2.01490302054226,2.70805020110221,9.25922576970599,1.94591014905531,"2"
"184","Salmo trutta",5.16860723502529,1.38629436111989,3.39013643430273,8.53473837063199,1.65057985576528,"2"
"185","Salvelinus fontinalis",5.45673037829032,1.42791603581071,2.61520365073586,7.956389197844,1.66959183525385,"2"
"186","Sander canadensis",5.58911956633606,1.50407739677627,2.63905732961526,11.6708262472225,0.810930216216329,"1"
"187","Sander lucioperca",5.90718579672743,1.54115907168081,2.90853906185161,12.5335798157657,0.783901543828409,"4"
"188","Sander vitreus",5.94148617730174,1.70474809223843,3.40119738166216,12.6729495165583,1.08180517035173,"1"
"189","Sarmarutilus rubilio",4.12713438504509,0.810930216216329,1.94591014905531,9.39307850865535,0.832909122935104,"1"
"190","Scaphirhynchus platorynchus",6.11146733950268,1.90954250488444,2.56494935746154,10.5966597327836,1.26271329934854,"1"
"191","Semotilus atromaculatus",4.18965474202643,0.916290731874155,2.07944154167984,8.37286082052632,0.936093359170335,"4"
"192","Silurus glanis",6.39859493453521,1.38629436111989,4.02535169073515,12.889172015486,1.15373158788919,"3"
"193","Squalius cephalus",5.14749447681345,1.38629436111989,2.77258872223978,11.2182322048159,0.86288995514704,"1"
"194","Tandanus tandanus",5.70711026474888,1.6094379124341,2.56494935746154,9.90353755128617,1.25276296849537,"4"
"195","Telestes souffia",3.43398720448515,1.38629436111989,NA,8.61268517287546,1.09861228866811,"1"
"196","Thymallus thymallus",5.02716459604747,1.25276296849537,2.56494935746154,9.24322664176092,1.30019166206648,"2"
"197","Tinca tinca",5.432279916211,1.50407739677627,3.32034879379883,12.9715428132484,0.708035793053696,"1"
"198","Umbra limi",4.28358656186063,1.09861228866811,2.30258509299405,7.12608727329912,0.8754687373539,"2"
